time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-05-31T23:59:02.351Z,27.7516,53.3194,10,4.9,mww,,20,3.809,0.67,us,us6000a3db,2020-08-15T20:19:59.040Z,"48 km ENE of Mohr, Iran",earthquake,7,1.7,0.093,11,reviewed,us,us
2020-05-31T23:34:45.469Z,36.37266667,-97.71416667,7,2.58,ml,100,34,0,0.15,ok,ok2020krrq,2020-08-15T20:19:59.040Z,"15km ESE of Enid, Oklahoma",earthquake,,0.4,0.27,40,reviewed,ok,ok
2020-05-31T23:25:43.545Z,-23.9036,-176.6033,128,5.8,mww,,30,5.45,0.98,us,us6000a3cn,2020-08-15T20:19:59.040Z,"south of the Fiji Islands",earthquake,7.7,1.8,0.047,44,reviewed,us,us
2020-05-31T22:59:15.152Z,61.1315,-140.0414,10,2.9,ml,,57,0.203,0.63,us,us6000a6aw,2020-08-15T20:19:59.040Z,"143 km WNW of Haines Junction, Canada",earthquake,1,1.9,0.042,76,reviewed,us,us
2020-05-31T22:51:22.143Z,44.1287,-115.0496,10,2.7,ml,,78,0.729,0.57,us,us6000a3c2,2020-08-15T20:19:59.040Z,"13 km SW of Stanley, Idaho",earthquake,1.7,2,0.051,50,reviewed,us,us
2020-05-31T22:47:36.430Z,-5.1853,28.9646,10,4.3,mb,,111,4.885,0.75,us,us6000a6ls,2020-08-15T20:19:58.040Z,"80 km WSW of Kigoma, Tanzania",earthquake,10.7,1.9,0.147,13,reviewed,us,us
2020-05-31T22:45:14.480Z,69.5475,-144.5806,9.1,2.6,ml,,,,0.63,ak,ak0206zr1ysk,2020-08-15T20:19:58.040Z,"65km SW of Kaktovik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-05-31T22:25:18.246Z,38.1769,-117.8942,6.7,2.9,ml,16,50.55,0.024,0.1361,nn,nn00739980,2020-08-15T20:19:58.040Z,"59km WNW of Tonopah, Nevada",earthquake,,0.8,0.29,2,reviewed,nn,nn
2020-05-31T22:15:06.595Z,-27.4609,-178.3342,285.61,4.2,mb,,124,1.813,0.81,us,us6000a6lk,2020-08-15T20:19:58.040Z,"Kermadec Islands region",earthquake,12.2,8.9,0.125,18,reviewed,us,us
2020-05-31T22:08:22.744Z,51.7274,179.6464,98.35,2.6,ml,,112,0.18,0.19,us,us6000a6ap,2020-08-15T20:19:58.040Z,"257 km W of Adak, Alaska",earthquake,9.6,5.8,0.128,8,reviewed,us,us
