time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-12-31T23:56:59.933Z,-20.5382,168.9571,21.46,4.3,mb,,147,1.276,0.5,us,us7000709t,2020-03-14T22:22:47.040Z,"114km SSW of Isangel, Vanuatu",earthquake,5.6,7.7,0.16,11,reviewed,us,us
2019-12-31T23:17:13.320Z,17.9001,-66.8321,8,2.83,md,13,218,0.0886,0.12,pr,pr2019365048,2020-01-01T02:51:22.132Z,"10km S of Indios, Puerto Rico",earthquake,0.65,0.89,0.28,11,reviewed,pr,pr
2019-12-31T23:09:44.616Z,9.9422,-84.4593,59.75,4,ml,,159,0.347,0.36,us,us70006t0z,2020-03-14T22:22:47.040Z,"5km E of Desamparados, Costa Rica",earthquake,5.2,8.1,0.074,24,reviewed,us,us
2019-12-31T23:07:42.730Z,17.9226,-66.8408,5,4.2,ml,17,208,0.065,0.3,pr,pr2019365044,2020-03-14T22:22:47.040Z,"7km SE of Indios, Puerto Rico",earthquake,0.93,0.61,0.33,11,reviewed,pr,pr
2019-12-31T23:04:12.460Z,17.9131,-66.8751,5,2.67,md,14,217,0.0621,0.14,pr,pr2019365045,2020-03-14T22:22:48.040Z,"11km SSE of Guanica, Puerto Rico",earthquake,0.55,0.34,0.46,14,reviewed,pr,pr
2019-12-31T22:11:31.670Z,17.9031,-66.8503,7,3.1,md,14,218,0.0776,0.2,pr,pr2019365043,2020-03-14T22:22:48.040Z,"7km S of Indios, Puerto Rico",earthquake,0.7,0.42,0.33,12,reviewed,pr,pr
2019-12-31T22:02:56.880Z,17.9048,-66.8861,6,3.22,md,14,221,0.0706,0.23,pr,pr2019365042,2020-03-14T22:22:48.040Z,"8km SE of Guanica, Puerto Rico",earthquake,0.91,0.49,0.24,9,reviewed,pr,pr
2019-12-31T21:34:33.150Z,17.9055,-66.8921,6,2.92,md,14,221,0.0708,0.19,pr,pr2019365041,2020-03-14T22:22:48.040Z,"8km SSE of Guanica, Puerto Rico",earthquake,0.82,0.39,0.31,11,reviewed,pr,pr
2019-12-31T21:34:23.500Z,19.2011662,-155.4476624,33.25,2.62,md,45,123,0.04752,0.12,hv,hv71311807,2019-12-31T21:37:38.680Z,"3km E of Pahala, Hawaii",earthquake,0.66,0.87,0.27,29,automatic,hv,hv
2019-12-31T21:34:11.439Z,51.4505,-178.4393,17.17,2.6,ml,,196,0.255,0.72,us,us70006t02,2020-03-14T22:22:48.040Z,"51km ENE of Amatignak Island, Alaska",earthquake,2.5,3.5,,,reviewed,us,ak
